Løpende nr,Lagring boksnr-plassnr,Lagring plassnr,PrøveID-(eksternt)-eller-PJS-nummer-(VI-internt),Andre nummer,Bakterie art/stamme,Art (vert),Prosjekt,Prioritert? (Ja/Nei),BESTILLER (epost for svar),"Skal DNA ekstraheres 
(Ja/Nei)",DNA ekstraksjon startdato,"Nanodrop, ng/µL",A260/A280,A260/A230 (2.0-2.2),"Qubit,  ng/µL","DNA ekstraksjon/måling,
link","Library Prep, startdato link (LPååååmmddINITIALER)","MS/NS run # 
link",Dato sekvensert 1.gang,Kommentarer,Faktura,Dato sekvensert 2.gang,Kommentarer 2,DNA ekstrakt kastet (dato) eller sendt,Unnamed: 25,Qubit (gammel)
121,Feb-40,,VI61912,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#11,1/16/2020,repeteres #111,6/2021/CAB,,,1/11/2021,,
122,Feb-41,,VI61917,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#11,1/16/2020,repeteres #114,6/2021/CAB,,,1/11/2021,,
123,Feb-42,,VI61827,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#12,1/20/2020,repeteres #106,6/2021/CAB,,,1/11/2021,,
124,Feb-43,,VI61834,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#12,1/20/2020,repeteres #107,6/2021/CAB,,,1/11/2021,,
125,Feb-44,,VI61848,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#12,1/20/2020,repeteres #108,6/2021/CAB,,,1/11/2021,,
126,Feb-45,,VI61887,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#12,1/20/2020,repeteres #109,6/2021/CAB,,,1/11/2021,,
127,Feb-46,,VI61913,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#12,1/20/2020,repeteres #112,6/2021/CAB,,,1/11/2021,,
128,Feb-47,,VI61914,,Listeria,,utbrudd,,,nei,11.12.2019 TMF,,,,,,LP20200114RFF,#12,1/20/2020,repeteres #113,6/2021/CAB,,,1/11/2021,,
129,Feb-48,,2020-22-30-1,VI61953,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
130,Feb-49,,2020-22-30-2,VI61954,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
131,Feb-50,,2020-22-30-3,VI61955,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
132,Feb-51,,2020-22-30-4,VI61956,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
133,Feb-52,,2020-22-30-5,VI61957,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
134,Feb-53,,2020-22-30-6,VI61958,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
135,Feb-54,,2020-22-30-7,VI61959,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
136,Feb-55,,2020-22-30-8,VI61960,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
137,Feb-56,,2020-22-30-9,VI61961,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
138,Feb-57,,2020-22-30-10,VI61962,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
139,Feb-58,,2020-22-30-11,VI61963,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
140,Feb-59,,2020-22-30-12,VI61964,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
141,Feb-60,,2020-22-30-13,VI61965,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
142,Feb-61,,2020-22-30-14,VI61966,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
143,Feb-62,,2020-22-30-15,VI61967,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
144,Feb-63,,2020-22-30-16,VI61968,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
145,Feb-64,,2020-22-30-17,VI61969,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
146,Feb-65,,2020-22-30-18,VI61970,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
147,Feb-66,,2020-22-30-19,VI61971,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
148,Feb-67,,2020-22-30-20,VI61972,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
149,Feb-68,,2020-22-30-21,VI61973,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
150,Feb-69,,2020-22-30-22,VI61974,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
151,Feb-70,,2020-22-30-23,VI61975,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
152,Feb-71,,2020-22-30-24,VI61976,Listeria,,MOWI,,,nei,28.01.2020 TMF,,,,,DNAe20200128tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
153,Feb-72,,2020-22-30-25,VI61977,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
154,Feb-73,,2020-22-30-26,VI61978,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
155,Feb-74,,2020-22-30-27,VI61979,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
156,Feb-75,,2020-22-30-28,VI61980,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
157,Feb-76,,2020-22-30-29,VI61981,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
158,Feb-77,,2020-22-30-30,VI61982,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
159,Feb-78,,2020-22-30-31,VI61983,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
160,Feb-79,,2020-22-30-32,VI61984,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
161,Feb-80,,2020-22-30-33,VI61985,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
162,Feb-81,,2020-22-30-34,VI61986,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
163,1-Mar,,2020-22-30-35,VI61987,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
164,2-Mar,,2020-22-30-36,VI61988,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
165,3-Mar,,2020-22-30-37,VI61989,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
166,4-Mar,,2020-22-30-38,VI61990,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
167,5-Mar,,2020-22-30-39,VI61991,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
168,6-Mar,,2020-22-30-40,VI61992,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
169,7-Mar,,2020-22-30-41,VI61993,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
170,8-Mar,,2020-22-30-42,VI61994,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
171,9-Mar,,2020-22-30-43,VI61995,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
172,10-Mar,,2020-22-30-44,VI61996,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
173,11-Mar,,2020-22-30-45,VI61997,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
174,12-Mar,,2020-22-30-46,VI61998,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
175,13-Mar,,2020-22-30-47,VI61999,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
176,14-Mar,,2020-22-30-48,VI62000,Listeria,,MOWI,,,nei,29.01.2020 TMF,,,,,DNAe20200129tmf,LP20200204RFF,#13,5/5/2020,,Fakt-flowceller og timer,,,1/11/2021,,
177,15-Mar,,2020-22-30-49,VI62001,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
178,16-Mar,,2020-22-30-50,VI62002,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
179,17-Mar,,2020-22-30-51,VI62003,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
180,18-Mar,,2020-22-30-52,VI62004,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
181,19-Mar,,2020-22-30-53,VI62005,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
182,20-Mar,,2020-22-30-54,VI62006,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
183,21-Mar,,2020-22-30-55,VI62007,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
184,22-Mar,,2020-22-30-56,VI62008,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
185,23-Mar,,2020-22-30-57,VI62009,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
186,24-Mar,,2020-22-30-58,VI62010,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
187,25-Mar,,2020-22-30-59,VI62011,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
188,26-Mar,,2020-22-30-60,VI62012,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
189,27-Mar,,2020-22-30-61,VI62013,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
190,28-Mar,,2020-22-30-62,VI62014,Listeria,,MOWI,,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,Fakt-flowceller og timer,,,1/11/2021,,
191,29-Mar,,2019-22-1625-2,VI61918,Listeria,,"utbrudd, 2019",,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,6/2021/CAB,,,1/11/2021,,
192,30-Mar,,2019-22-1625-3,VI61919,Listeria,,"utbrudd, 2019",,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,6/2021/CAB,,,1/11/2021,,
193,31-Mar,,2019-22-1625-4,VI61920,Listeria,,"utbrudd, 2019",,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,6/2021/CAB,,,1/11/2021,,
194,Mar-32,,2019-22-1625-5,VI61921,Listeria,,"utbrudd, 2019",,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,6/2021/CAB,,,1/11/2021,,
195,Mar-33,,2019-22-1673-1,VI61938,Listeria,,"utbrudd, 2019",,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,6/2021/CAB,,,1/11/2021,,
196,Mar-34,,2019-22-1673-2,VI61939,Listeria,,"utbrudd, 2019",,,nei,30.01.2020 TMF,,,,,DNAe20200130tmf,LP20200226WHS,#14,2/26/2020,,6/2021/CAB,,,1/11/2021,,
197,Mar-35,,,VIB3781,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,42.2,1.9,2.1,20.2,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
198,Mar-36,,,VIB3782,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,85.9,1.9,2.2,35,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
199,Mar-37,,,VIB3783,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,70.9,1.8,2.2,24.9,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
200,Mar-38,,,VIB3784,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,75.7,1.8,2,21.2,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
201,Mar-39,,,VIB3786,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,58.5,1.8,2,10.5,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
202,Mar-40,,,VIB3787,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,79.4,1.9,2.2,14.6,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
203,Mar-41,,,VIB3788,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,142.9,1.8,2.2,18.6,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
204,Mar-42,,,VIB3789,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,119.6,1.9,2,20.1,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
205,Mar-43,,,VIB3790,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,148.5,1.9,1.8,14.9,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
206,Mar-44,,,VIB3791,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,183.2,1.9,2.1,52.4,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
207,Mar-45,,,VIB3760,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,42.7,1.9,2,15.8,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
208,Mar-46,,,VIB3763,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,123.8,1.9,2.1,13.8,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
209,Mar-47,,,VIB3764,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,186.1,1.8,2,32.1,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
210,Mar-48,,,VIB3766,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,49.8,1.9,1.9,16.5,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
211,Mar-49,,,VIB3767,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,159.6,1.9,2.1,22.1,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
212,Mar-50,,,VIB3689,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,38.6,1.9,2.1,23.2,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
213,Mar-51,,,VIB3692,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,41.1,2.0,2.1,15.2,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
214,Mar-52,,,VIB3691,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,51,1.9,1.8,25.5,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
215,Mar-53,,,VIB3693,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,179.2,1.8,2.2,28.4,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
216,Mar-54,,,VIB3648,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,65.5,1.8,1.8,22.8,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
217,Mar-55,,,VIB3645,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,103.8,1.8,2.1,19.3,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
218,Mar-56,,,VIB3646,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,35.1,1.8,2,15.9,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
219,Mar-57,,,VIB3644,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,46.2,1.8,2,8.7,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
220,Mar-58,,,VIB3694,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,52.7,1.9,2,14.8,,LP20200226WHS,#14,2/26/2020,,,,,1/11/2021,,
221,Mar-59,,,VIB3647,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,29.6,1.8,1.9,35.4,,LP20200226WHS,#15,3/4/2020,,,,,1/11/2021,,
222,Mar-60,,,VIB2680,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,19.2,1.8,1.4,13.6,,LP20200226WHS,#15,3/4/2020,,,,,1/11/2021,,
223,Mar-61,,,VIB2829,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,94.4,1.8,2.1,18.6,,LP20200226WHS,#15,3/4/2020,,,,,1/11/2021,,
224,Mar-62,,,VIB2955,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,31.5,1.8,1.9,18.5,,LP20200226WHS,#15,3/4/2020,,,,,1/11/2021,,
225,Mar-63,,,VIB3014,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,115,1.9,1.9,54,,LP20200304WHS_CAB,#15,3/4/2020,,,,,1/11/2021,,
226,Mar-64,,,VIB3289,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,38.1,1.8,2,19.1,,LP20200304WHS_CAB,#15,3/4/2020,,,,,1/11/2021,,
227,Mar-65,,,VIB3305,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,46.3,1.8,1.9,26.9,,LP20200304WHS_CAB,#15,3/4/2020,,,,,1/11/2021,,
228,Mar-66,,,VIB3308,Pasteurella,,13075-52Past,,Sendt DNA 19/2,nei,,81.5,1.8,1.9,72,,LP20200304WHS_CAB,#15,3/4/2020,,,,,1/11/2021,,
229,Mar-67,,2020-22-127-1,8002,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,15.3,1.9,1.4,14.3,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
230,Mar-68,,2020-22-127-2,8146,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,26.4,1.8,1.5,24.9,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
231,Mar-69,,2020-22-127-3,8192,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,27.3,1.8,1,25.4,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
232,Mar-70,,2020-22-127-4,8282,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,19.9,1.7,1.5,19.4,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
233,Mar-71,,2020-22-127-5,8391,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,15.4,1.8,1,14.2,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
234,Mar-72,,2020-22-127-6,8468,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,15.7,1.7,1.4,14.2,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
235,Mar-73,,2020-22-127-7,8710,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,22.2,1.8,1.3,21.3,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
236,Mar-74,,2020-22-127-8,8868,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,13.7,1.8,1,12.6,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
237,Mar-75,,2020-22-127-9,8908,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,17.5,1.8,1.4,16.9,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
238,Mar-76,,2020-22-127-10,8944,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,10.6,1.7,1.2,10,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
239,Mar-77,,2020-22-127-11,9056,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,17.4,1.8,1,16.2,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
240,Mar-78,,2020-22-127-12,9121,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,28.5,1.8,1.6,27.6,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
241,Mar-79,,2020-22-127-13,9209,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,34,1.8,1.7,34.2,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
242,Mar-80,,2020-22-127-14,9323,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,43,1.8,1.7,44.8,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
243,Mar-81,,2020-22-127-15,9327,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,23.8,1.8,1.6,24.8,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
244,1-Apr,,2020-22-127-16,9356,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,24.9,1.8,1.5,25.3,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
245,2-Apr,,2020-22-127-17,9600,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,41.7,1.8,1.9,42.8,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
246,3-Apr,,2020-22-127-18,9783,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,60.1,1.8,1.9,63.6,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
247,4-Apr,,2020-22-127-19,9869,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,50.8,1.8,1.9,51.6,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
248,5-Apr,,2020-22-127-20,9917,Ecoli,,"Ringtest, EQA-10 for STEC",,,,,44.6,1.8,1.9,44.4,,LP20200304WHS_CAB,#15,3/4/2020,,SEQ-TECH,,,1/11/2021,,
249,6-Apr,,2019-06-611,,Ecoli,,,,,,,51.1,1.7,1.4,48,,LP20200304WHS_CAB,#15,3/4/2020,,,,,1/11/2021,,
250,7-Apr,,2019-22-1495,,Ecoli,,,,,,,97.1,1.8,1.8,167,,LP20200304WHS_CAB,#15,3/4/2020,,,,,1/11/2021,,
